"club_wikidata_id","team.value","capacity.value","longitude","latitude","image.value","teamLabel.value","venueLabel.value","team_twitter.value","number_of_players","popup_content"
"Q17497","http://www.wikidata.org/entity/Q17497","18636",37.45416667,55.88527778,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/16.09.2012%20%D0%A6%D0%A1%D0%9A%D0%90-%D0%90%D0%9B%D0%90%D0%9D%D0%98%D0%AF.JPG' width='300' />","FC Dynamo Moscow","Arena Khimki","<a href='https://twitter.com/FCDM_official' target='_blank'>@FCDM_official</a>",1,"<h5>FC Dynamo Moscow</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/16.09.2012%20%D0%A6%D0%A1%D0%9A%D0%90-%D0%90%D0%9B%D0%90%D0%9D%D0%98%D0%AF.JPG' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Arena Khimki</td></tr><tr><td><b>Capacity:</b></td><td>18636</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/FCDM_official' target='_blank'>@FCDM_official</a></td></tr></table>"
"Q175687","http://www.wikidata.org/entity/Q175687","31003",35.032472,48.460333,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Dnipro-Arena4.jpg' width='300' />","FC Dnipro Dnipropetrovsk","Dnipro Arena","unknown",3,"<h5>FC Dnipro Dnipropetrovsk</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Dnipro-Arena4.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>3</td></tr><tr><td><b>Stadium:</b></td><td>Dnipro Arena</td></tr><tr><td><b>Capacity:</b></td><td>31003</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q176371","http://www.wikidata.org/entity/Q176371","18636",37.45416667,55.88527778,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/16.09.2012%20%D0%A6%D0%A1%D0%9A%D0%90-%D0%90%D0%9B%D0%90%D0%9D%D0%98%D0%AF.JPG' width='300' />","PFC CSKA Moscow","Arena Khimki","<a href='https://twitter.com/PFC_CSKA_MOSCOW' target='_blank'>@PFC_CSKA_MOSCOW</a>",8,"<h5>PFC CSKA Moscow</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/16.09.2012%20%D0%A6%D0%A1%D0%9A%D0%90-%D0%90%D0%9B%D0%90%D0%9D%D0%98%D0%AF.JPG' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>8</td></tr><tr><td><b>Stadium:</b></td><td>Arena Khimki</td></tr><tr><td><b>Capacity:</b></td><td>18636</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/PFC_CSKA_MOSCOW' target='_blank'>@PFC_CSKA_MOSCOW</a></td></tr></table>"
"Q179075","http://www.wikidata.org/entity/Q179075","70050",30.521845,50.43341,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A4%D1%96%D0%BD%D0%B0%D0%BB%20%D0%84%D0%B2%D1%80%D0%BE-2012.%20%D0%9D%D0%A1%D0%9A%20%C2%AB%D0%9E%D0%BB%D1%96%D0%BC%D0%BF%D1%96%D0%B9%D1%81%D1%8C%D0%BA%D0%B8%D0%B9%C2%BB.%203%20%D1%85%D0%B2%D0%B8%D0%BB%D0%B8%D0%BD%D0%B8%20%D0%BF%D1%96%D1%81%D0%BB%D1%8F%20%D1%84%D1%96%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B3%D0%BE%20%D1%81%D0%B2%D0%B8%D1%81%D1%82%D0%BA%D0%B0.JPG' width='300' />","FC Dynamo Kyiv","Olimpiyskiy National Sports Complex","unknown",7,"<h5>FC Dynamo Kyiv</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A4%D1%96%D0%BD%D0%B0%D0%BB%20%D0%84%D0%B2%D1%80%D0%BE-2012.%20%D0%9D%D0%A1%D0%9A%20%C2%AB%D0%9E%D0%BB%D1%96%D0%BC%D0%BF%D1%96%D0%B9%D1%81%D1%8C%D0%BA%D0%B8%D0%B9%C2%BB.%203%20%D1%85%D0%B2%D0%B8%D0%BB%D0%B8%D0%BD%D0%B8%20%D0%BF%D1%96%D1%81%D0%BB%D1%8F%20%D1%84%D1%96%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B3%D0%BE%20%D1%81%D0%B2%D0%B8%D1%81%D1%82%D0%BA%D0%B0.JPG' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>7</td></tr><tr><td><b>Stadium:</b></td><td>Olimpiyskiy National Sports Complex</td></tr><tr><td><b>Capacity:</b></td><td>70050</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q179658","http://www.wikidata.org/entity/Q179658","55611",26.1525,44.4372,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Stadionul%20National%20-%20National%20Arena%203.jpg' width='300' />","F.C. Steaua Bucureşti","National Arena","unknown",4,"<h5>F.C. Steaua Bucureşti</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Stadionul%20National%20-%20National%20Arena%203.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>4</td></tr><tr><td><b>Stadium:</b></td><td>National Arena</td></tr><tr><td><b>Capacity:</b></td><td>55611</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q179658","http://www.wikidata.org/entity/Q179658","55611",26.152508,44.437208,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Stadionul%20National%20-%20National%20Arena%203.jpg' width='300' />","F.C. Steaua Bucureşti","National Arena","unknown",4,"<h5>F.C. Steaua Bucureşti</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Stadionul%20National%20-%20National%20Arena%203.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>4</td></tr><tr><td><b>Stadium:</b></td><td>National Arena</td></tr><tr><td><b>Capacity:</b></td><td>55611</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q180305","http://www.wikidata.org/entity/Q180305","18523",7.415556,43.727778,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Monaco005.jpg' width='300' />","A.S. Monaco F.C.","Stade Louis II","<a href='https://twitter.com/AS_Monaco' target='_blank'>@AS_Monaco</a>",3,"<h5>A.S. Monaco F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Monaco005.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>3</td></tr><tr><td><b>Stadium:</b></td><td>Stade Louis II</td></tr><tr><td><b>Capacity:</b></td><td>18523</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/AS_Monaco' target='_blank'>@AS_Monaco</a></td></tr></table>"
"Q181216","http://www.wikidata.org/entity/Q181216","35000",16.431667,43.519444,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Poljud%20panorama%202.jpg' width='300' />","H.N.K. Hajduk Split","Stadion Poljud","<a href='https://twitter.com/hajduk_hr' target='_blank'>@hajduk_hr</a>",1,"<h5>H.N.K. Hajduk Split</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Poljud%20panorama%202.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Stadion Poljud</td></tr><tr><td><b>Capacity:</b></td><td>35000</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/hajduk_hr' target='_blank'>@hajduk_hr</a></td></tr></table>"
"Q18656","http://www.wikidata.org/entity/Q18656","75731",-2.291388888,53.463055555,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Trafford%20inside%2020060726%201.jpg' width='300' />","Manchester United F.C.","Old Trafford","<a href='https://twitter.com/ManUtd_ES' target='_blank'>@ManUtd_ES</a>",10,"<h5>Manchester United F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Trafford%20inside%2020060726%201.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>10</td></tr><tr><td><b>Stadium:</b></td><td>Old Trafford</td></tr><tr><td><b>Capacity:</b></td><td>75731</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/ManUtd_ES' target='_blank'>@ManUtd_ES</a></td></tr></table>"
"Q18656","http://www.wikidata.org/entity/Q18656","75731",-2.291388888,53.463055555,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Trafford%20inside%2020060726%201.jpg' width='300' />","Manchester United F.C.","Old Trafford","<a href='https://twitter.com/ManUtd' target='_blank'>@ManUtd</a>",10,"<h5>Manchester United F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Trafford%20inside%2020060726%201.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>10</td></tr><tr><td><b>Stadium:</b></td><td>Old Trafford</td></tr><tr><td><b>Capacity:</b></td><td>75731</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/ManUtd' target='_blank'>@ManUtd</a></td></tr></table>"
"Q18656","http://www.wikidata.org/entity/Q18656","75731",-2.291388888,53.463055555,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Traford.jpg' width='300' />","Manchester United F.C.","Old Trafford","<a href='https://twitter.com/ManUtd_ES' target='_blank'>@ManUtd_ES</a>",10,"<h5>Manchester United F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Traford.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>10</td></tr><tr><td><b>Stadium:</b></td><td>Old Trafford</td></tr><tr><td><b>Capacity:</b></td><td>75731</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/ManUtd_ES' target='_blank'>@ManUtd_ES</a></td></tr></table>"
"Q18656","http://www.wikidata.org/entity/Q18656","75731",-2.291388888,53.463055555,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Traford.jpg' width='300' />","Manchester United F.C.","Old Trafford","<a href='https://twitter.com/ManUtd' target='_blank'>@ManUtd</a>",10,"<h5>Manchester United F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Traford.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>10</td></tr><tr><td><b>Stadium:</b></td><td>Old Trafford</td></tr><tr><td><b>Capacity:</b></td><td>75731</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/ManUtd' target='_blank'>@ManUtd</a></td></tr></table>"
"Q18659","http://www.wikidata.org/entity/Q18659","20750",-3.9351,51.6422,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/New%20Morfa%20Stadium%20-%20geograph.org.uk%20-%2032243.jpg' width='300' />","Swansea City A.F.C.","Liberty Stadium","unknown",4,"<h5>Swansea City A.F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/New%20Morfa%20Stadium%20-%20geograph.org.uk%20-%2032243.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>4</td></tr><tr><td><b>Stadium:</b></td><td>Liberty Stadium</td></tr><tr><td><b>Capacity:</b></td><td>20750</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q18662","http://www.wikidata.org/entity/Q18662","28050",-3.203056,51.472778,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Cardiff%20City%20Stadium%20Pitch.jpg' width='300' />","Cardiff City F.C.","Cardiff City Stadium","unknown",1,"<h5>Cardiff City F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Cardiff%20City%20Stadium%20Pitch.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Cardiff City Stadium</td></tr><tr><td><b>Capacity:</b></td><td>28050</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q18708","http://www.wikidata.org/entity/Q18708","25700",-0.221666666,51.475,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Craven%20Cottage%20Football%20Ground%20-%20geograph.org.uk%20-%20778731.jpg' width='300' />","Fulham F.C.","Craven Cottage","unknown",2,"<h5>Fulham F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Craven%20Cottage%20Football%20Ground%20-%20geograph.org.uk%20-%20778731.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>2</td></tr><tr><td><b>Stadium:</b></td><td>Craven Cottage</td></tr><tr><td><b>Capacity:</b></td><td>25700</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q18711","http://www.wikidata.org/entity/Q18711","42682",-1.884722222,52.509166666,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Villa%20Park.jpg' width='300' />","Aston Villa F.C.","Villa Park","<a href='https://twitter.com/avfcofficial' target='_blank'>@avfcofficial</a>",1,"<h5>Aston Villa F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Villa%20Park.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Villa Park</td></tr><tr><td><b>Capacity:</b></td><td>42682</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/avfcofficial' target='_blank'>@avfcofficial</a></td></tr></table>"
"Q18716","http://www.wikidata.org/entity/Q18716","52405",-1.621666666,54.975555555,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20view%20of%20St%20James%20Park%20-%20geograph.org.uk%20-%20472327%20%28cropped%29.jpg' width='300' />","Newcastle United F.C.","St James' Park","<a href='https://twitter.com/nufc' target='_blank'>@nufc</a>",1,"<h5>Newcastle United F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20view%20of%20St%20James%20Park%20-%20geograph.org.uk%20-%20472327%20%28cropped%29.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>St James' Park</td></tr><tr><td><b>Capacity:</b></td><td>52405</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/nufc' target='_blank'>@nufc</a></td></tr></table>"
"Q18721","http://www.wikidata.org/entity/Q18721","27244",1.308653,52.622128,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/NCFC%20Geoffrey%20Watling%20City%20Stand%20Apr07.JPG' width='300' />","Norwich City F.C.","Carrow Road","unknown",3,"<h5>Norwich City F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/NCFC%20Geoffrey%20Watling%20City%20Stand%20Apr07.JPG' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>3</td></tr><tr><td><b>Stadium:</b></td><td>Carrow Road</td></tr><tr><td><b>Capacity:</b></td><td>27244</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q18723","http://www.wikidata.org/entity/Q18723","18439",-0.232222222,51.509166666,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Loftus%20Road%203.jpg' width='300' />","Queens Park Rangers F.C.","Loftus Road","<a href='https://twitter.com/OfficialQPR' target='_blank'>@OfficialQPR</a>",1,"<h5>Queens Park Rangers F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Loftus%20Road%203.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Loftus Road</td></tr><tr><td><b>Capacity:</b></td><td>18439</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/OfficialQPR' target='_blank'>@OfficialQPR</a></td></tr></table>"
"Q18729","http://www.wikidata.org/entity/Q18729","24161",-0.982777777,51.422222222,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Madejski%20Stadium%20-%20geograph.org.uk%20-%203023491.jpg' width='300' />","Reading F.C.","Madejski Stadium","unknown",4,"<h5>Reading F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Madejski%20Stadium%20-%20geograph.org.uk%20-%203023491.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>4</td></tr><tr><td><b>Stadium:</b></td><td>Madejski Stadium</td></tr><tr><td><b>Capacity:</b></td><td>24161</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q18732","http://www.wikidata.org/entity/Q18732","32589",-1.391111111,50.905833333,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/StMary%27sStadium-1.jpg' width='300' />","Southampton F.C.","St Mary's Stadium","<a href='https://twitter.com/SouthamptonFC' target='_blank'>@SouthamptonFC</a>",7,"<h5>Southampton F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/StMary%27sStadium-1.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>7</td></tr><tr><td><b>Stadium:</b></td><td>St Mary's Stadium</td></tr><tr><td><b>Capacity:</b></td><td>32589</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/SouthamptonFC' target='_blank'>@SouthamptonFC</a></td></tr></table>"
"Q187326","http://www.wikidata.org/entity/Q187326","21421",-2.088888888,57.159166666,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Inside%20Pittodrie%20Stadium.%20-%20geograph.org.uk%20-%20109557.jpg' width='300' />","Aberdeen F.C.","Pittodrie Stadium","unknown",2,"<h5>Aberdeen F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Inside%20Pittodrie%20Stadium.%20-%20geograph.org.uk%20-%20109557.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>2</td></tr><tr><td><b>Stadium:</b></td><td>Pittodrie Stadium</td></tr><tr><td><b>Capacity:</b></td><td>21421</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q18736","http://www.wikidata.org/entity/Q18736","27740",-2.175555555,52.988333333,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Britannia%20Stadium%201.JPG' width='300' />","Stoke City F.C.","Britannia Stadium","unknown",5,"<h5>Stoke City F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Britannia%20Stadium%201.JPG' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>5</td></tr><tr><td><b>Stadium:</b></td><td>Britannia Stadium</td></tr><tr><td><b>Capacity:</b></td><td>27740</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q18739","http://www.wikidata.org/entity/Q18739","49000",-1.3882,54.9144,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Stadium%20of%20light%20Haway%20the%20lads.jpg' width='300' />","Sunderland A.F.C.","Stadium of Light","unknown",2,"<h5>Sunderland A.F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Stadium%20of%20light%20Haway%20the%20lads.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>2</td></tr><tr><td><b>Stadium:</b></td><td>Stadium of Light</td></tr><tr><td><b>Capacity:</b></td><td>49000</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q18741","http://www.wikidata.org/entity/Q18741","36284",-0.065833333,51.603333333,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/White%20Hart%20Lane%20from%20South%20End.JPG' width='300' />","Tottenham Hotspur F.C.","White Hart Lane","<a href='https://twitter.com/SpursOfficial' target='_blank'>@SpursOfficial</a>",11,"<h5>Tottenham Hotspur F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/White%20Hart%20Lane%20from%20South%20End.JPG' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>11</td></tr><tr><td><b>Stadium:</b></td><td>White Hart Lane</td></tr><tr><td><b>Capacity:</b></td><td>36284</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/SpursOfficial' target='_blank'>@SpursOfficial</a></td></tr></table>"
"Q18744","http://www.wikidata.org/entity/Q18744","26445",-1.963888888,52.509166666,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/West%20brom%20stadium.JPG' width='300' />","West Bromwich Albion F.C.","The Hawthorns","unknown",4,"<h5>West Bromwich Albion F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/West%20brom%20stadium.JPG' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>4</td></tr><tr><td><b>Stadium:</b></td><td>The Hawthorns</td></tr><tr><td><b>Capacity:</b></td><td>26445</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q18747","http://www.wikidata.org/entity/Q18747","35016",0.039444444,51.531944444,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Boleyn%20Ground%20Upton%20Park%201.jpg' width='300' />","West Ham United F.C.","Boleyn Ground","<a href='https://twitter.com/whufc_official' target='_blank'>@whufc_official</a>",4,"<h5>West Ham United F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Boleyn%20Ground%20Upton%20Park%201.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>4</td></tr><tr><td><b>Stadium:</b></td><td>Boleyn Ground</td></tr><tr><td><b>Capacity:</b></td><td>35016</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/whufc_official' target='_blank'>@whufc_official</a></td></tr></table>"
"Q18747","http://www.wikidata.org/entity/Q18747","35333",0.039444444,51.531944444,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Boleyn%20Ground%20Upton%20Park%201.jpg' width='300' />","West Ham United F.C.","Boleyn Ground","<a href='https://twitter.com/whufc_official' target='_blank'>@whufc_official</a>",4,"<h5>West Ham United F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Boleyn%20Ground%20Upton%20Park%201.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>4</td></tr><tr><td><b>Stadium:</b></td><td>Boleyn Ground</td></tr><tr><td><b>Capacity:</b></td><td>35333</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/whufc_official' target='_blank'>@whufc_official</a></td></tr></table>"
"Q18750","http://www.wikidata.org/entity/Q18750","25133",-2.653889,53.547778,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Warm%20up%20at%20the%20DW%20Stadium%2C%20Wigan%20-%20geograph.org.uk%20-%202012508.jpg' width='300' />","Wigan Athletic F.C.","DW Stadium","<a href='https://twitter.com/laticsofficial' target='_blank'>@laticsofficial</a>",1,"<h5>Wigan Athletic F.C.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Warm%20up%20at%20the%20DW%20Stadium%2C%20Wigan%20-%20geograph.org.uk%20-%202012508.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>DW Stadium</td></tr><tr><td><b>Capacity:</b></td><td>25133</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/laticsofficial' target='_blank'>@laticsofficial</a></td></tr></table>"
"Q188430","http://www.wikidata.org/entity/Q188430","38065",12.572203,55.702469,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Parken%201.jpg' width='300' />","F.C. Copenhagen","Parken Stadium","unknown",3,"<h5>F.C. Copenhagen</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Parken%201.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>3</td></tr><tr><td><b>Stadium:</b></td><td>Parken Stadium</td></tr><tr><td><b>Capacity:</b></td><td>38065</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q1893","http://www.wikidata.org/entity/Q1893","38279",11.309722222,44.492222222,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Prepartita%20bologna%20bari.jpg' width='300' />","Bologna F.C. 1909","Stadio Renato Dall'Ara","unknown",1,"<h5>Bologna F.C. 1909</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Prepartita%20bologna%20bari.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Stadio Renato Dall'Ara</td></tr><tr><td><b>Capacity:</b></td><td>38279</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q189671","http://www.wikidata.org/entity/Q189671","38512",7.62,47.541389,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/St%20Jakob-Park.jpg' width='300' />","FC Basel","St. Jakob-Park","unknown",8,"<h5>FC Basel</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/St%20Jakob-Park.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>8</td></tr><tr><td><b>Stadium:</b></td><td>St. Jakob-Park</td></tr><tr><td><b>Capacity:</b></td><td>38512</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q1900","http://www.wikidata.org/entity/Q1900","16500",9.181944,39.230833,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Stadio%20Is%20Arenas.jpg' width='300' />","Cagliari Calcio","Stadio Is Arenas","unknown",1,"<h5>Cagliari Calcio</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Stadio%20Is%20Arenas.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Stadio Is Arenas</td></tr><tr><td><b>Capacity:</b></td><td>16500</td></tr><tr><td><b>Twitter:</b></td><td>unknown</td></tr></table>"
"Q190526","http://www.wikidata.org/entity/Q190526","32000",7.465,46.962778,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Tatze-derby.jpg' width='300' />","BSC Young Boys","Stade de Suisse","<a href='https://twitter.com/ybchannel' target='_blank'>@ybchannel</a>",2,"<h5>BSC Young Boys</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Tatze-derby.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>2</td></tr><tr><td><b>Stadium:</b></td><td>Stade de Suisse</td></tr><tr><td><b>Capacity:</b></td><td>32000</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/ybchannel' target='_blank'>@ybchannel</a></td></tr></table>"
"Q190916","http://www.wikidata.org/entity/Q190916","30000",3.181311,51.193269,"<img src='http://commons.wikimedia.org/wiki/Special:FilePath/Panoramio%20-%20V%26A%20Dudush%20-%20Jan%20Breydel%20Stadion.jpg' width='300' />","Club Brugge K.V.","Jan Breydel Stadium","<a href='https://twitter.com/clubbrugge' target='_blank'>@clubbrugge</a>",1,"<h5>Club Brugge K.V.</h5><img src='http://commons.wikimedia.org/wiki/Special:FilePath/Panoramio%20-%20V%26A%20Dudush%20-%20Jan%20Breydel%20Stadion.jpg' width='300' /><hr><table><tr><td><b>EURO 2016 Players:</b></td><td>1</td></tr><tr><td><b>Stadium:</b></td><td>Jan Breydel Stadium</td></tr><tr><td><b>Capacity:</b></td><td>30000</td></tr><tr><td><b>Twitter:</b></td><td><a href='https://twitter.com/clubbrugge' target='_blank'>@clubbrugge</a></td></tr></table>"
